,EREGL_Volume,EREGL_AdjClose,SAHOL_Volume,SAHOL_AdjClose,KOC_Volume,KOC_AdjClose,XU100_Close,USDTRY_Close,EREGL_AdjClose_return,SAHOL_AdjClose_return,KOC_AdjClose_return,XU100_Close_return,USDTRY_Close_return,EREGL_Volume_change,SAHOL_Volume_change,KOC_Volume_change
2010-01-26,47087405,0.01393738071400642,4947557,2.3404308410792645,8755441,1.7844562309132597,543.172119140625,1.4902000427246094,-0.00426383543392519,0.016393996296074093,0.03319818370659852,0.0006721864138277185,0.002755157004898922,0.7608851051790768,0.5432006140621904,1.4610037841780872
2010-01-27,43123057,0.014116059495263145,5806006,2.3594581147986715,9915475,1.8427238390319638,540.7071533203125,1.4986000061035156,0.01273862999626595,0.008096947758192646,0.032131088006876474,-0.004548421826250774,0.005620975213009326,-0.08794773623150101,0.15999897961720935,0.12442133234986572
2010-01-28,29067282,0.014175618380436553,9190446,2.454598097471249,6005525,1.8937080132527004,547.7020874023438,1.496899962425232,0.004210352840773358,0.0395310597947711,0.02729199452309151,0.012853676956957081,-0.0011350651835545426,-0.39444460751653027,0.4592715671863596,-0.501416789181078
2010-01-29,84872464,0.014175618380436553,6076034,2.454598097471249,7509846,1.8937080132527004,546.5031127929688,1.4961999654769897,0.0,0.0,0.0,-0.002191499526811964,-0.000467740454957007,1.0715364944507797,-0.41381228569740197,0.2235350807193185
2010-02-01,19353763,0.014294742527992864,3582286,2.473626205208089,4310588,1.8390823274854289,555.257080078125,1.482300043106079,0.008368340894495487,0.007722133216366293,-0.029270106661131456,0.01589121037660402,-0.009333572764160449,-1.4782628353451652,-0.5283510363906292,-0.5551406378492776
2010-02-02,42446697,0.014235186831424199,2884004,2.473626205208089,2441677,1.8572912545677616,551.4730834960938,1.4866000413894653,-0.004174968842356494,0.0,0.009852399370672851,-0.006838182335258887,0.0028966965325386736,0.7853622296896513,-0.21682153772964985,-0.5683892234165271
2010-02-03,35192730,0.014235186831424199,5147831,2.41654216000338,2932571,1.8390823274854289,550.68408203125,1.4918999671936035,0.0,-0.02334751443758327,-0.009852399370672928,-0.001431740634279153,0.003558792266238234,-0.18740957336074549,0.5793958545278992,0.18319441436812425
2010-02-04,27044374,0.013877809074414028,2409551,2.3975143302723514,7908057,1.7844562309132597,534.6361694335938,1.520900011062622,-0.025425750481870235,-0.00790515394204363,-0.03015297586883656,-0.029574832458669206,0.019251818752930007,-0.2633605287340424,-0.7591350378208854,0.9920026004970357
2010-02-05,76668694,0.013043946418729352,5553614,2.3594581147986715,11998329,1.7189049150266567,514.5462646484375,1.5276999473571777,-0.061966944769180354,-0.016000524631510523,-0.03742632552988168,-0.03830098561608473,0.004461029760745136,1.0420144649357266,0.835008463918253,0.4168852769186816
2010-02-08,46959733,0.012746140301311572,2523290,2.2452915534212146,5476228,1.653353188335156,499.33135986328125,1.5221999883651733,-0.02309564587624497,-0.049596599643367975,-0.03888194967991013,-0.03001554961118122,-0.0036066527229394896,-0.49020297356999537,-0.7888852814272896,-0.7843508473015549
2010-02-09,32991073,0.012746140301311572,2957085,2.2072353379475347,4490260,1.6897703578249925,508.2613220214844,1.5069999694824219,0.0,-0.017094626556914305,0.021787175687966058,0.01772580554984272,-0.010035749813917038,-0.353053480094587,0.15864038022494742,-0.19850593625381804
2010-02-10,34954567,0.01286526657460438,2650293,2.2262635846872803,4868752,1.697054339462823,505.67230224609375,1.5152000188827515,0.009302662127305935,0.00858390355359342,0.004301369878525924,-0.005106893272503457,0.005426556518085233,0.057812122812912016,-0.10953378588332453,0.0809270348834462
2010-02-11,34362789,0.01286526657460438,3792797,2.2262635846872803,3646580,1.6752039008339554,513.8072509765625,1.5110000371932983,0.0,0.0,-0.0129591169273153,0.01595936155685458,-0.0027757480062695736,-0.01707486874502671,0.3584335417091971,-0.28904789937292613
2010-02-12,54622488,0.012805710878035715,3196291,2.2262635846872803,2980198,1.6897703578249925,510.6352844238281,1.51419997215271,-0.0046399326653033795,0.0,0.008657747048789275,-0.006192590759780655,0.0021155203906840013,0.4634714023013035,-0.17111266655983837,-0.20180000078386803
2010-02-15,17689362,0.01268658460474291,965782,2.2262635846872803,2219054,1.6752039008339554,513.3412475585938,1.5156999826431274,-0.009346128952041425,0.0,-0.008657747048789187,0.005285217676714121,0.0009901387077755138,-1.1274822241407854,-1.196808218188673,-0.2949087623225744
2010-02-16,35332739,0.012924833962723776,2014169,2.2833469348774615,2399254,1.6752039008339554,517.4822387695312,1.5053000450134277,0.018605469281807882,0.025317662816493423,0.0,0.008034379389585268,-0.006885123216469291,0.691846542600225,0.7350238465030438,0.07807687676134946
2010-02-17,44542693,0.01316307162915391,2200837,2.3214027333424245,11718466,1.7261880750546923,532.7301635742188,1.5113999843597412,0.01826473103172728,0.016529308937075264,0.029980662864016648,0.029039832930229954,0.004044119468675243,0.23163813795928082,0.08863103916762306,1.5860080325084802
2010-02-18,33417633,0.013043946418729352,3929534,2.2452915534212146,6694593,1.7261880750546923,524.4951782226562,1.5254000425338745,-0.00909115494725158,-0.033336248750247925,0.0,-0.015578801561499742,0.00922033537546271,-0.28736442770085513,0.5796831012317327,-0.5598657025506528
2010-02-19,52339153,0.013222641143009806,7886330,2.2452915534212146,7527699,1.7698893631173251,533.1871948242188,1.511199951171875,0.013606448172657926,0.0,0.025001485345241697,0.01643633760668409,-0.00935269373741914,0.4486610195129721,0.6966100371028413,0.1172892317644829
2010-02-22,73878658,0.012924833962723776,813513,2.2643193831522437,6753070,1.7844562309132597,525.9262084960938,1.5289000272750854,-0.022780024257133796,0.008438840032635805,0.008196698361356815,-0.013711657441471181,0.01164453552977677,0.34467927625566414,-2.271524253008649,-0.10859220112183841
2010-02-23,48654698,0.012567458331450102,598584,2.2643193831522437,5772047,1.7261880750546923,514.1632690429688,1.5506000518798828,-0.028039773101816993,0.0,-0.03319818370659848,-0.022620055796741624,0.014093445836551803,-0.41767561928756664,-0.30679504083634956,-0.15697043266573008
2010-02-24,72056967,0.01226965327690057,1764602,2.2072353379475347,5349798,1.6897703578249925,496.5933837890625,1.5470000505447388,-0.023981800466989518,-0.025533466589550063,-0.021322915815227328,-0.03476930910252825,-0.002324381996986706,0.3927086432218137,1.0811135821617415,-0.07596798045085956
2010-02-25,103493281,0.01226965327690057,1497148,2.1311238800205135,9754277,1.5950853063465202,487.39141845703125,1.5463999509811401,0.0,-0.03509127033010964,-0.05766541834882203,-0.01870401570751976,-0.0003879870503850546,0.3620496782146922,-0.16436320426037584,0.6006470523045727
2010-02-26,54580081,0.012448332058157296,1804385,2.188208064228128,13618700,1.609652037207489,497.0523681640625,1.5462000370025635,0.014457642171177289,0.026433489610019185,0.009090811270264653,0.01962785482572121,-0.0001292853777610067,-0.6398376933845847,0.18665784855872813,0.3337379928048218
2010-03-01,60724736,0.012746140301311572,432327,2.2262635846872803,10316037,1.7261880750546923,511.83428955078125,1.5356999635696411,0.023641861605860116,0.017241684273683944,0.06989752289378476,0.02930553034625463,-0.006814052408333792,0.10668212807150569,-1.4287928461364576,-0.2777441736209872
2010-03-02,76253680,0.012746140301311572,668005,2.3023746256055846,4008800,1.7261880750546923,514.7582397460938,1.5339000225067139,0.0,0.03361637859242227,0.0,0.005696433625915071,-0.0011727529823999557,0.22771454920732379,0.43511341218797883,-0.9452077300107852
2010-03-03,47474213,0.012746140301311572,452954,2.3023746256055846,5323419,1.7043376364258245,516.98828125,1.5369000434875488,0.0,0.0,-0.012739000351804286,0.004322854366394713,0.001953902481960499,-0.47387899720293486,-0.3885050834654706,0.2836238214397111
2010-03-04,42749789,0.012567458331450102,4715142,2.2262635846872803,3179011,1.6897703578249925,514.4042358398438,1.5507999658584595,-0.014117703310047799,-0.033616378592422266,-0.008583915463422978,-0.0050108000088163514,0.009003475872443534,-0.10482241971700679,2.342743736189951,-0.5155456239727975
2010-03-05,71204438,0.012805710878035715,927448,2.2643193831522437,4487433,1.740754805915661,526.253173828125,1.5367000102996826,0.01878043277205053,0.01694956303595663,0.02972617890892252,0.022773008590857208,-0.00913363801758159,0.5101908882380053,-1.6260975830431734,0.3447106812105298
2010-03-08,58729356,0.013043946418729352,434984,2.2833469348774615,7449821,1.7698893631173251,532.9622192382812,1.5306999683380127,0.018432916414242374,0.008368099780536924,0.01659822225154652,0.01266812241754751,-0.003912140350739178,-0.1926154438968139,-0.7571274794168511,0.5069091819163599
2010-03-09,82298624,0.012984390722160689,1148218,2.3404308410792645,4190904,1.7771727970152924,529.59716796875,1.5327999591827393,-0.004576227838158199,0.024692712072002836,0.004106747390171791,-0.006333881305798513,0.00137097517436521,0.33741468418442655,0.9706572055190037,-0.5752735428042292
2010-03-10,37547968,0.01286526657460438,230990,2.3214027333424245,4012312,1.7626052445445286,527.5272216796875,1.5318000316619873,-0.009216755910780697,-0.00816340313492758,-0.008230818170630549,-0.003916188018768118,-0.0006525664420959285,-0.7847351259917729,-1.6035920347805699,-0.04354882867703585
2010-03-11,29356925,0.012746140301311572,692244,2.3214027333424245,2868688,1.740754805915661,523.76318359375,1.531000018119812,-0.009302662127306047,0.0,-0.012474151471087666,-0.007160826639772468,-0.0005224066523223177,-0.24609079830305267,1.0975640750830975,-0.3355128513831809
2010-03-12,58627615,0.01286526657460438,685822,2.2833469348774615,3594399,1.7116213441937236,522.3272705078125,1.5269999504089355,0.009302662127305935,-0.01652930893707525,-0.0168777398679174,-0.0027452960346566625,-0.0026161347504698026,0.6916773673864892,-0.009320375786852705,0.22552201817048925
2010-03-15,34148094,0.01268658460474291,1569624,2.2833469348774615,2041461,1.697054339462823,519.7112426757812,1.5262999534606934,-0.013986061617344732,0.0,-0.008547069162479095,-0.0050209916329346195,-0.0004585183130022065,-0.5404990594476454,0.8279732603763701,-0.5657110725685013
2010-03-16,51415500,0.013043946418729352,3408408,2.3594581147986715,3112281,1.733471919757557,532.3302001953125,1.5202000141143799,0.027779045366283853,0.032789659830195404,0.02123228079263446,0.023990619068825055,-0.00400456101299595,0.40923291155464403,0.7754092198793231,0.4216901698748368
2010-03-17,70848679,0.013222641143009806,2091338,2.3975143302723514,3207932,1.7771727970152924,543.0341186523438,1.5110000371932983,0.013606448172657926,0.016000524631510527,0.024897497879480167,0.019908177713716488,-0.006070206528733318,0.3206066375158145,-0.4884412675820725,0.030270594902566842
2010-03-18,67908260,0.013043946418729352,4205674,2.3975143302723514,4182050,1.7698893631173251,535.3411254882812,1.5257999897003174,-0.013606448172657984,0.0,-0.0041067473901718115,-0.014267990134587821,0.009747148018018586,-0.042388644287680764,0.6986305134259465,0.26517506416475534
2010-03-19,57641469,0.013043946418729352,2102797,2.3784865005413223,3343150,1.7698893631173251,534.3671875,1.5343999862670898,0.0,-0.007968143675067024,0.0,-0.0018209417381793572,0.005620560273374217,-0.16391542007015522,-0.6931662026622021,-0.2238880806281879
2010-03-22,46633269,0.013341752536147132,3658521,2.3784865005413223,4942728,1.7698893631173251,538.921142578125,1.5365999937057495,0.022574256196844816,0.0,0.0,0.008486037309955344,0.0014327631581611347,-0.2119280431347849,0.5537906040899389,0.39100392919072047
2010-03-23,65888105,0.01346087880943994,2227689,2.3975143302723514,2191324,1.7771727970152924,543.51416015625,1.5369999408721924,0.00888920615161195,0.007968143675066996,0.004106747390171791,0.008486502856160398,0.0002602467316587102,0.34564371101196584,-0.4960942421346274,-0.8134114781374878
2010-03-24,93478849,0.013580005082732745,4167754,2.3975143302723514,4698538,1.8063062587372298,551.3630981445312,1.5501999855041504,0.008810883877256103,0.0,0.016260233790381474,0.014337812552115678,0.008551519427482602,0.3497772723431599,0.6264125563477608,0.7627454691339105
2010-03-25,108067064,0.01393738071400642,5989712,2.473626205208089,6096051,1.8063062587372298,570.4439697265625,1.5428999662399292,0.025975994136159544,0.03125266837962699,0.0,0.03402137948566763,-0.004720204928396173,0.14501680056878458,0.3626660492419079,0.26038978799524415
2010-03-26,108494582,0.01381825656645011,4836918,2.530709694401176,12751202,1.8937080132527004,566.10400390625,1.5348999500274658,-0.008583833099973695,0.022814601714163395,0.04725279971077147,-0.007637138097707806,-0.005198540806216377,0.003948238880367305,-0.21376558979737253,0.7379843571795953
2010-03-29,46077996,0.01381825656645011,3018229,2.5687656318690446,5258490,1.9119170772699992,566.6790161132812,1.5270999670028687,0.0,0.014925709618614813,0.009569625249997557,0.0010152204725117223,-0.005094709410416633,-0.8563647103912224,-0.47160750550853675,-0.8857816283775283
2010-03-30,83745801,0.013996934284838586,2949161,2.5687656318690446,2826223,1.8937080132527004,567.541015625,1.5281000137329102,0.01284766853389882,0.0,-0.009569625249997509,0.0015199866931610187,0.0006546522467027065,0.5974505062762228,-0.02314951241121667,-0.620902722023741
2010-03-31,102782927,0.013580005082732745,3813092,2.473626205208089,11389929,1.9301262782222637,565.3809814453125,1.5155999660491943,-0.030239829570084753,-0.03774031133277828,0.019048611097047655,-0.003813213623924198,-0.008213764854585505,0.20483322732693027,0.2569196854467776,1.3937883526320636
2010-04-01,58707822,0.013996934284838586,2400468,2.5687656318690446,4023795,1.9301262782222637,577.0789184570312,1.5145000219345093,0.030239829570084847,0.037740311332778276,0.0,0.02047922356205674,-0.0007260117932487045,-0.5600462876721595,-0.46277669022369566,-1.0405040567357355
2010-04-02,44755853,0.01405648998140725,745912,2.5687656318690446,1481200,1.9301262782222637,580.595947265625,1.513100028038025,0.004245883530906807,0.0,0.0,0.006076040402948512,-0.0009248209625844722,-0.27135074232534045,-1.1688113665468542,-0.9993729171084148
2010-04-05,50374709,0.014235186831424199,1878422,2.5687656318690446,3867311,1.9847522378594669,586.4468994140625,1.506100058555603,0.01263263592434615,0.0,0.02790865924246929,0.01002705459721299,-0.004636977890948161,0.11826701411096764,0.9235797108814375,0.9597068634353654
2010-04-06,84614609,0.014175618380436553,2276784,2.6068212913311024,3938259,1.9847522378594669,584.0609130859375,1.503499984741211,-0.00419337205213896,0.014706098411754336,0.0,-0.004076845292902089,-0.0017278538170247533,0.5186176913440533,0.19233185824341711,0.01817931398763851
2010-04-07,62847691,0.013996934284838586,3161707,2.6258491210621315,7994035,1.8937080132527004,586.452880859375,1.4980000257492065,-0.01268514740311402,0.007272735372477366,-0.046957270339516834,0.004087044707060426,-0.003664811013517224,-0.2973927388235996,0.3283481507003393,0.7079568910829355
2010-04-08,30467186,0.01393738071400642,1250462,2.5877934616000737,2348542,1.8937080132527004,584.1178588867188,1.4943000078201294,-0.00426383543392519,-0.014598751155645323,0.0,-0.0039895496965488475,-0.0024730272855675085,-0.7240639604971038,-0.9275989885932561,-1.2249009284826708
2010-04-09,45357986,0.013996934284838586,2008003,2.6258491210621315,3607943,1.9301262782222637,591.8499145507812,1.4874999523162842,0.004263835433925098,0.01459875115564517,0.019048611097047655,0.013150304394533815,-0.004561048617148807,0.39793602248246407,0.47362761282331634,0.42934309376883084
2010-04-12,47615850,0.013996934284838586,1374400,2.5497375241322047,1525606,1.9119170772699992,588.212890625,1.486299991607666,0.0,-0.029413896267623314,-0.0094789858470501,-0.006164138766234851,-0.0008070218551158416,0.04857943092301377,-0.37912342360441725,-0.8607460956742141
2010-04-13,31115870,0.01393738071400642,1901317,2.473626205208089,2865500,1.9119170772699992,580.7509765625,1.4851000308990479,-0.00426383543392519,-0.03030524884938665,0.0,-0.012766888054049297,-0.0008076736654511229,-0.4254477105831508,0.3245295316963,0.6303511468344493
2010-04-14,51647682,0.014175618380436553,2791239,2.5687656318690446,4830883,1.9665434477121,593.2998046875,1.4742000102996826,0.016948982837039137,0.037740311332778276,0.02817096251496828,0.02137779086454875,-0.0073666541011244155,0.5067273371444307,0.3839387793336119,0.5222864116810558
2010-04-15,62102420,0.014116059495263145,1743776,2.5497375241322047,3137227,2.0029606172019365,590.5479125976562,1.4718999862670898,-0.004210352840773356,-0.007435062483391654,0.018348988009184136,-0.004649072691107288,-0.001561402873328951,0.18433964201900066,-0.4704327064071206,-0.4316899779707594
2010-04-16,55592180,0.014116059495263145,963118,2.530709694401176,5480700,1.9483350683696306,582.2318725585938,1.4810999631881714,0.0,-0.007490647135223288,-0.02765119780535057,-0.014181996529848312,0.006230956210057845,-0.11074241370159467,-0.5936322178126012,0.5578935413085452
2010-04-19,61953963,0.01393738071400642,1664539,2.511681864670147,11326193,1.9847522378594669,581.5269165039062,1.4901000261306763,-0.012738629996265951,-0.007547180668814074,0.01851889237071753,-0.0012115159043938112,0.00605821923906172,0.10834903309067001,0.5471275491600072,0.7258851779558604
2010-04-20,35679508,0.01405648998140725,169889,2.530709694401176,5330529,2.039378608301568,588.85791015625,1.48580002784729,0.008509718964832132,0.00754718066881397,0.027151068531653604,0.012527656482905249,-0.002889882857611373,-0.5518150585943398,-2.2821582045853224,-0.7536675252005559
2010-04-21,37814297,0.01405648998140725,1926773,2.5497375241322047,6395666,2.094004704873737,584.505859375,1.4809999465942383,0.0,0.007490647135223404,0.026433201600185093,-0.007418109969687355,-0.00323586725280344,0.058110740249706444,2.4284565791719372,0.1821700906868018
2010-04-22,60277128,0.013639572470852143,1532068,2.5497375241322047,7285484,2.0757965994011993,583.380859375,1.4864000082015991,-0.030108901367312424,0.0,-0.008733375944902914,-0.0019265573105732966,0.003639595370145321,0.46626546966801685,-0.22922812604833792,0.13026330185573395
2010-04-23,0,0.013639572470852143,0,2.5497375241322047,0,2.094004704873737,0.0,1.4807000160217285,0.0,0.0,0.008733375944902831,0.0,-0.0038421348422868784,0.0,0.0,0.0
2010-04-26,52013223,0.013877809074414028,2724465,2.6068212913311024,7046848,2.112213221151172,590.4288940429688,1.4722000360488892,0.017315786809788177,0.022141160895145857,0.008657958451241633,0.0,-0.005757054624034872,0.0,0.0,0.0
2010-04-27,36282529,0.013699129230289054,2785060,2.511681864670147,6480145,2.094004704873737,582.1708984375,1.5027999877929688,-0.012958823973557652,-0.037178988699183325,-0.00865795845124164,-0.014085167308778894,0.020572121465942953,-0.3601616440716724,0.02199733856814979,-0.08383753799303666
2010-04-28,59638887,0.01393738071400642,2701790,2.530709694401176,5566076,2.021169544284269,579.3279418945312,1.4957000017166138,0.017242219566249772,0.00754718066881397,-0.03540203309495334,-0.004895333721740522,-0.004735700763975482,0.49697149710510735,-0.03035490082243496,-0.15205256931670266
2010-04-29,43560178,0.013996934284838586,1180653,2.511681864670147,3900662,2.039378608301568,587.02490234375,1.4811999797821045,0.004263835433925098,-0.007547180668814074,0.008968831494768292,0.013198531168183588,-0.009741769423195558,-0.31416444337643656,-0.8278468410659852,-0.35554403501980814
2010-04-30,55716054,0.01393738071400642,3038413,2.5687656318690446,3573703,2.112213221151172,589.587890625,1.4880000352859497,-0.00426383543392519,0.02247289028742888,0.03509116005142663,0.004356560374451813,0.004580403716928058,0.24612494365212959,0.9452676643900022,-0.08754396920418435
2010-05-03,28733288,0.01381825656645011,1945712,2.5687656318690446,3844979,2.141411590046917,583.9989013671875,1.489799976348877,-0.008583833099973695,0.0,0.013728915363699717,-0.009524700769654811,0.0012089067600951013,-0.662212016752188,-0.4457073627120604,0.07316582818785405
2010-05-04,45401990,0.013639572470852143,2617879,2.511681864670147,7193721,2.194775449536985,573.4069213867188,1.5202000141143799,-0.013015349302506618,-0.022472890287429003,0.024614507303371377,-0.018303477446912072,0.020200047549686594,0.45749962541172595,0.29673647100986794,0.6264404208985789
2010-05-05,63170751,0.013341752536147132,5283148,2.3975143302723514,6232264,2.117765384743799,564.4080200195312,1.534999966621399,-0.022076901762547473,-0.04652008942497615,-0.035718271431831795,-0.015818194466372625,0.009688444859785775,0.33028545670883347,0.7021576842433429,-0.14346889252900952
2010-05-06,53978879,0.01346087880943994,3661137,2.3784865005413223,4456233,2.079260564714948,557.633056640625,1.5894999504089355,0.00888920615161195,-0.007968143675067024,-0.01834913619216778,-0.012076288214721427,0.03488911087541679,-0.15724855297113438,-0.3667483772680716,-0.3354358793673381
2010-05-07,70816956,0.013103516995453495,1001046,2.2452915534212146,16366919,1.9444934114569798,526.8671875,1.5614999532699585,-0.02690694542390806,-0.05762898059981151,-0.06701084646454958,-0.056752640826953,-0.01777260235494378,0.2715056231280804,-1.2967283015842945,1.3009583732223593
2010-05-10,115921922,0.01393738071400642,5840910,2.4355702677402205,10919743,2.15627020477265,564.4769897460938,1.524999976158142,0.061693823437323846,0.08134554465637094,0.10337848577179665,0.06895111992214784,-0.023652473389246656,0.4928184147236693,1.7638411532957872,-0.4046897282875149
2010-05-11,67425075,0.013758683863989471,3708678,2.3784865005413223,5354851,2.137017936336719,564.614013671875,1.532099962234497,-0.012904312036271105,-0.023716564056559503,-0.008968602549219407,0.00024271546941588294,0.004644924264698315,-0.5418998969030223,-0.4542111277335602,-0.7125695561917905
2010-05-12,69164109,0.013877809074414028,4855847,2.492654034939118,6409277,2.17552275636557,579.761962890625,1.5227999687194824,0.00862091644357896,0.04688365906256121,0.017857613882281048,0.02647527444795992,-0.0060885937053113195,0.02546509063344824,0.2695080669619093,0.1797435930098386
2010-05-13,66931109,0.013520449386164082,1779279,2.531299622732209,5047215,2.15627020477265,579.2939453125,1.5214999914169312,-0.026087786270678315,0.01538483540478751,-0.008889011333061737,-0.000807584173031035,-0.0008540402710567664,-0.03281820548012182,-1.0039753197805144,-0.2389098660444373
2010-05-14,74693413,0.012746140301311572,2473699,2.4525269476203397,5814913,2.079260564714948,557.47607421875,1.5425000190734863,-0.05897480437474708,-0.03161395550924199,-0.036367639307247075,-0.03839044010362606,0.01370780444901304,0.10972804234098402,0.32950637518234516,0.14158921853685436
2010-05-17,48637836,0.012627027845305996,4124200,2.4920839073070997,6153010,2.117765384743799,560.7080078125,1.541700005531311,-0.009388920635722093,0.016000370813675398,0.01834913619216785,0.005780698626759294,-0.000518781890756562,-0.42899016232992027,0.511157460334879,0.056515568428759266
2010-05-18,33246981,0.01286526657460438,2415306,2.6305334084907233,2897921,2.137017936336719,569.7799682617188,1.5612000226974487,0.018691582763028097,0.0540673715143846,0.009049900565859926,0.016049980869436063,0.01256906359082953,-0.3804377805495319,-0.5350460744317488,-0.7529478096330097
2010-05-19,0,0.01286526657460438,0,2.571198111240545,0,2.137017936336719,0.0,1.5743000507354736,0.0,-0.02281466112374848,0.0,0.0,0.008355990402982266,0.0,0.0,0.0
2010-05-20,48946485,0.012448332058157296,4711230,2.4920839073070997,5330621,2.0985136826218467,544.4961547851562,1.5960999727249146,-0.03294452373316613,-0.03125271039063617,-0.018182045572012657,0.0,0.013752375352025552,0.0,0.0,0.0
2010-05-21,52465613,0.012329208973469235,3396259,2.4920839073070997,5108983,2.079260564714948,541.1131591796875,1.5755000114440918,-0.009615482210533039,0.0,-0.009216991186014956,-0.006232456764260808,-0.012990447138817345,0.069430406090523,-0.32727448869582404,-0.042467378828120225
2010-05-24,43094326,0.012567458331450102,2871340,2.472305854303607,2777993,2.0600081547005225,545.5791015625,1.5751999616622925,0.019139640506345413,-0.007968011616414146,-0.009302391389588384,0.00821937854294395,-0.00019046547450888765,-0.19676662340976825,-0.16789571197367473,-0.6092716383512209
2010-05-25,44909228,0.012031402856051455,3517585,2.3931916503701616,5757603,2.0022509246572455,522.5682373046875,1.5786999464035034,-0.04359066467332266,-0.0325233657809182,-0.028437931355505614,-0.04309222918371016,0.002219465601309549,0.041251955904826665,0.20299585484144553,0.7287925177311982
2010-05-26,72574908,0.012448332058157296,5217630,2.472305854303607,18460779,2.0407557446860967,541.0321044921875,1.5855000019073486,0.03406650637751043,0.03252336578091815,0.01904819230240512,0.034723046930723464,0.004298126593483098,0.47997594523926757,0.3942686012021196,1.165127185272525
