Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,AdjFactor,AdjClose
2020-09-04 00:00:00+03:00,12.501771541087352,12.646546886565035,12.45919041379966,12.603965759277344,10062045,0.0,0.0,0.8398184147747341,10.585042543831326
2020-09-07 00:00:00+03:00,12.655061053213942,12.731706911364183,12.629512704552981,12.714674949645996,6163343,0.0,0.0,0.8398184147747341,10.678018160587722
2020-09-08 00:00:00+03:00,12.76577203539295,12.774288422594852,12.510286104507575,12.535835266113281,8342097,0.0,0.0,0.8398184147747341,10.527825301064462
2020-09-09 00:00:00+03:00,12.569899777259716,12.620996475219727,12.493253918152329,12.620996475219727,12379362,0.0,0.0,0.8398184147747341,10.599345252696537
2020-09-10 00:00:00+03:00,12.672094345092773,12.731707431794254,12.578416521395106,12.672094345092773,13612705,0.0,0.0,0.8398184147747341,10.642258184771684
2020-09-11 00:00:00+03:00,12.689127201685277,12.697643589576307,12.552868244098622,12.603965759277344,8332822,0.0,0.0,0.8398184147747341,10.585042543831326
2020-09-14 00:00:00+03:00,12.680609853173772,12.723190162341156,12.62951234513864,12.66357707977295,8095974,0.0,0.0,0.8398184147747341,10.635105228512574
2020-09-15 00:00:00+03:00,12.672095238070671,12.714676365358363,12.527319892592988,12.603965759277344,9341429,0.0,0.0,0.8398184147747341,10.585042543831326
2020-09-16 00:00:00+03:00,12.65506195166705,12.66357833921445,12.527319387125733,12.569900512695312,6235650,0.0,0.0,0.8398184147747341,10.556433922447894
2020-09-17 00:00:00+03:00,12.561384353162767,12.561384353162767,12.450673749539208,12.544351577758789,5805624,0.0,0.0,0.8398184147747341,10.53497745641032
2020-09-18 00:00:00+03:00,12.62099685397651,12.629513241281213,12.501770680380256,12.518802642822266,5337705,0.0,0.0,0.8398184147747341,10.513520990372747
2020-09-21 00:00:00+03:00,12.476223120754238,12.518804250578937,11.939703646332534,11.956735610961914,14031866,0.0,0.0,0.8398184147747341,10.041486746678647
2020-09-22 00:00:00+03:00,11.922670321199995,11.95673506105958,11.735313845888534,11.777894973754883,24694168,0.0,0.0,0.8398184147747341,9.891293086242134
2020-09-23 00:00:00+03:00,11.803442838719928,12.075961558522788,11.769378100265499,12.04189682006836,21263845,0.0,0.0,0.8398184147747341,10.11300669831072
2020-09-24 00:00:00+03:00,11.96524991519554,12.425124250430663,11.956733528280527,12.339962005615234,29195179,0.0,0.0,0.8398184147747341,10.363327329936235
2020-09-25 00:00:00+03:00,12.64654737299641,12.64654737299641,12.365513059122488,12.416609764099121,19235973,0.0,0.0,0.8398184147747341,10.42769752896221
2020-09-28 00:00:00+03:00,12.374026975118944,12.391059749271088,12.178154945373535,12.178154945373535,11964435,0.0,0.0,0.8398184147747341,10.22743878110469
2020-09-29 00:00:00+03:00,12.21222106923157,12.314415289255027,12.118542425084465,12.22073745727539,14782424,0.0,0.0,0.8398184147747341,10.263200358747232
2020-09-30 00:00:00+03:00,12.305897907632176,12.527319105889173,12.246284820473523,12.510286331176758,17173009,0.0,0.0,0.8398184147747341,10.506368835026889
2020-10-01 00:00:00+03:00,12.586931588993098,12.663577447185883,12.535834891642814,12.638029098510742,18681590,0.0,0.0,0.8398184147747341,10.613649563388252
2020-10-02 00:00:00+03:00,12.535836204701837,12.723191864167152,12.49325507767156,12.612482070922852,18290744,0.0,0.0,0.8398184147747341,10.592194699177185
2020-10-05 00:00:00+03:00,12.655062229613439,12.748740870357482,12.655062229613439,12.689126968383789,12189812,0.0,0.0,0.8398184147747341,10.656562495463401
2020-10-06 00:00:00+03:00,12.731707375541854,12.740223762795122,12.518802567214507,12.527318954467773,17809085,0.0,0.0,0.8398184147747341,10.520673145718604
2020-10-07 00:00:00+03:00,12.501769585490353,12.569899053626486,12.314413142032324,12.382542610168457,23079581,0.0,0.0,0.8398184147747341,10.399087305752271
2020-10-08 00:00:00+03:00,12.382544317510046,12.416609056275059,12.178155884919967,12.254801750183105,32978267,0.0,0.0,0.8398184147747341,10.291808179217412
2020-10-09 00:00:00+03:00,12.263316708852955,12.527319030126968,12.237768359106242,12.518802642822266,14285304,0.0,0.0,0.8398184147747341,10.513520990372747
